ReverseB,11000,00:00:00.0000319
ReverseXor,11000,00:00:00.0000633
ReverseA,11000,00:00:00.1117529
ReverseB,11000,00:00:00.0000190
ReverseXor,11000,00:00:00.0000261
ReverseA,12000,00:00:00.1378721
ReverseB,12000,00:00:00.0000245
ReverseXor,12000,00:00:00.0000500
ReverseA,12000,00:00:00.1386280
ReverseB,12000,00:00:00.0000215
ReverseXor,12000,00:00:00.0000433
ReverseA,12000,00:00:00.1357195
ReverseB,12000,00:00:00.0000144
ReverseXor,12000,00:00:00.0000395
ReverseA,12000,00:00:00.1364420
ReverseB,12000,00:00:00.0000218
ReverseXor,12000,00:00:00.0000422
ReverseA,12000,00:00:00.1350364
ReverseB,12000,00:00:00.0000274
ReverseXor,12000,00:00:00.0000544
ReverseA,12000,00:00:00.1446393
ReverseB,12000,00:00:00.0000298
ReverseXor,12000,00:00:00.0000439
ReverseA,12000,00:00:00.1433835
ReverseB,12000,00:00:00.0000323
ReverseXor,12000,00:00:00.0000278
ReverseA,12000,00:00:00.1241627
ReverseB,12000,00:00:00.0000216
ReverseXor,12000,00:00:00.0000349
ReverseA,12000,00:00:00.1279708
ReverseB,12000,00:00:00.0000249
ReverseXor,12000,00:00:00.0000437
ReverseA,12000,00:00:00.1372434
ReverseB,12000,00:00:00.0000418
ReverseXor,12000,00:00:00.0000481
ReverseA,13000,00:00:00.1621369
ReverseB,13000,00:00:00.0000270
ReverseXor,13000,00:00:00.0000537
ReverseA,13000,00:00:00.1507663
ReverseB,13000,00:00:00.0000235
ReverseXor,13000,00:00:00.0000347
ReverseA,13000,00:00:00.1610356
ReverseB,13000,00:00:00.0000155
ReverseXor,13000,00:00:00.0000364
ReverseA,13000,00:00:00.1725821
ReverseB,13000,00:00:00.0000246
ReverseXor,13000,00:00:00.0000709
ReverseA,13000,00:00:00.1701676
ReverseB,13000,00:00:00.0000232
ReverseXor,13000,00:00:00.0000467
ReverseA,13000,00:00:00.1579469
